ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
5202,India,33,Tamil Nadu,577,Krishnagiri,2013,"Agriculture Year (Jul - Jun), 2013",514326,203964,41896,23937,7853,8347,4343,14248,24055,185683,255706,70023
5203,India,33,Tamil Nadu,577,Krishnagiri,2014,"Agriculture Year (Jul - Jun), 2014",514326,203964,41923,23937,7855,8344,4345,14147,28909,180902,224773,43871
5204,India,33,Tamil Nadu,577,Krishnagiri,2015,"Agriculture Year (Jul - Jun), 2015",514326,203964,41987,23937,7855,8344,4351,16941,34063,172884,213750,40866
5205,India,33,Tamil Nadu,577,Krishnagiri,2016,"Agriculture Year (Jul - Jun), 2016",514326,203964,42008,23937,7856,8346,4328,18851,45480,159556,180061,20505
5207,India,33,Tamil Nadu,577,Krishnagiri,2018,"Agriculture Year (Jul - Jun), 2018",514326,203964,42022,23937,7855,8345,4329,17883,36927,169064,223045,53981
5208,India,33,Tamil Nadu,577,Krishnagiri,2019,"Agriculture Year (Jul - Jun), 2019",514326,203964,42058,23938,7855,8345,4329,18062,37296,168479,218085,49606
5209,India,33,Tamil Nadu,578,Madurai,2011,"Agriculture Year (Jul - Jun), 2011",374173,48473,75410,13031,233,2751,14629,77390,7603,134653,140851,6198
5210,India,33,Tamil Nadu,578,Madurai,2012,"Agriculture Year (Jul - Jun), 2012",374173,48473,75502,13031,233,2751,14618,80250,53580,85735,85480,-255
5211,India,33,Tamil Nadu,578,Madurai,2013,"Agriculture Year (Jul - Jun), 2013",374173,48473,75507,13031,233,2770,14519,95436,16015,108189,111072,2883
5212,India,33,Tamil Nadu,578,Madurai,2014,"Agriculture Year (Jul - Jun), 2014",374173,48473,75537,13031,233,2737,14446,88866,6354,124496,130300,5804
5213,India,33,Tamil Nadu,578,Madurai,2015,"Agriculture Year (Jul - Jun), 2015",374173,48473,75569,13031,233,2753,14273,85001,11425,123415,138429,15014
5214,India,33,Tamil Nadu,578,Madurai,2016,"Agriculture Year (Jul - Jun), 2016",374173,48473,75595,13031,233,2704,14270,92387,39412,88068,89252,1184
5215,India,33,Tamil Nadu,578,Madurai,2017,"Agriculture Year (Jul - Jun), 2017",374173,48473,75597,13064,233,2514,14057,104827,12768,102640,104568,1928
5216,India,33,Tamil Nadu,578,Madurai,2018,"Agriculture Year (Jul - Jun), 2018",374173,48473,75598,13031,233,2692,14269,88914,9784,121179,129472,8293
5217,India,33,Tamil Nadu,578,Madurai,2019,"Agriculture Year (Jul - Jun), 2019",374173,48473,75599,13031,233,2745,14268,86175,12876,120773,124213,3440
5218,India,33,Tamil Nadu,579,Nagapattinam,2011,"Agriculture Year (Jul - Jun), 2011",138059.88418907027798,2355.19691382731098,24262.13751483619062,16988.12226770582308,430.06617506969676,3263.62274698280520,1066.01509352382282,6906.47642375520116,4519.76165785422446,78268.48539551520290,146301.29415388106270,68032.80875836585980
5219,India,33,Tamil Nadu,579,Nagapattinam,2012,"Agriculture Year (Jul - Jun), 2012",138059.88418907027798,2355.19691382731098,24263.66257219459380,16988.12226770582308,430.06617506969676,3263.62274698280520,1066.01509352382282,7535.30840787011238,5775.90056872564372,76381.98944317046924,112922.87210296346310,36540.88265979299386
5220,India,33,Tamil Nadu,579,Nagapattinam,2013,"Agriculture Year (Jul - Jun), 2013",138059.88418907027798,2355.19691382731098,24266.20433445859910,16988.12226770582308,430.06617506969676,3243.79700132356386,1065.50674107102176,8310.54589839172888,4801.89726915881276,76598.54758806372080,136519.57625708306618,59921.02866901934538
5221,India,33,Tamil Nadu,579,Nagapattinam,2014,"Agriculture Year (Jul - Jun), 2014",138059.88418907027798,2355.19691382731098,24267.72939181700228,16988.12226770582308,430.06617506969676,3206.17891981628542,1064.49003616541964,8656.73391874925074,4997.61296348722086,76093.75360243226822,136590.23724802241352,60496.48364559014530
5222,India,33,Tamil Nadu,579,Nagapattinam,2015,"Agriculture Year (Jul - Jun), 2015",138059.88418907027798,2355.19691382731098,24271.28785898660970,16988.12226770582308,430.06617506969676,3194.48681340186104,1026.36360220534014,8952.08669382666660,5310.24972195987276,75532.02414208709692,138011.08235360137622,62479.05821151427930
5223,India,33,Tamil Nadu,579,Nagapattinam,2016,"Agriculture Year (Jul - Jun), 2016",138059.88418907027798,2355.19691382731098,24277.89644087302348,16988.63062015862414,430.06617506969676,3185.84482170424302,1016.70490560212000,10004.88462357766186,3979.38300052669768,75821.27668773090006,124245.91463665427354,48424.63794892337348
5224,India,33,Tamil Nadu,579,Nagapattinam,2017,"Agriculture Year (Jul - Jun), 2017",138059.88418907027798,2355.19691382731098,24277.89644087302348,16988.12226770582308,422.44088827768086,3155.34367453617942,1016.19655314931894,10846.71628541621722,3895.50484581452278,75102.46631947020122,131091.38876607334750,55988.92244660314628
5225,India,33,Tamil Nadu,579,Nagapattinam,2018,"Agriculture Year (Jul - Jun), 2018",138059.88418907027798,2355.19691382731098,24277.38808842022242,16988.12226770582308,422.44088827768086,3155.34367453617942,1016.19655314931894,10344.46406204876994,3877.71250996648568,75623.01923113848666,135748.91393863665922,60125.89470749817256
5226,India,33,Tamil Nadu,579,Nagapattinam,2019,"Agriculture Year (Jul - Jun), 2019",138059.88418907027798,2355.19691382731098,24277.38808842022242,16988.12226770582308,422.44088827768086,3155.34367453617942,1016.19655314931894,10168.06576092680212,5353.45968044796286,74323.67036177897730,133426.75993424141714,59103.08957246243984
5227,India,33,Tamil Nadu,580,Namakkal,2011,"Agriculture Year (Jul - Jun), 2011",336719,43909,38668,24539,6664,3769,4760,9292,57004,148114,181815,33701
5228,India,33,Tamil Nadu,580,Namakkal,2012,"Agriculture Year (Jul - Jun), 2012",336719,43909,38697,24539,6664,3769,4760,9292,57256,147833,189864,42031
5229,India,33,Tamil Nadu,580,Namakkal,2013,"Agriculture Year (Jul - Jun), 2013",336719,43909,38711,24539,6664,3769,4760,9292,44585,160490,217208,56718
5230,India,33,Tamil Nadu,580,Namakkal,2014,"Agriculture Year (Jul - Jun), 2014",336719,43909,38755,24539,6664,3769,4760,9293,46029,159001,224896,65895
5231,India,33,Tamil Nadu,580,Namakkal,2015,"Agriculture Year (Jul - Jun), 2015",336719,43909,38760,24539,6664,3769,4760,9292,49141,155885,207720,51835
5232,India,33,Tamil Nadu,580,Namakkal,2016,"Agriculture Year (Jul - Jun), 2016",336719,43909,38763,24539,6665,3770,4761,11692,60692,141928,162032,20104
5233,India,33,Tamil Nadu,580,Namakkal,2017,"Agriculture Year (Jul - Jun), 2017",336719,43909,38764,24539,6664,3721,4777,14083,52266,147996,202846,54850
5234,India,33,Tamil Nadu,580,Namakkal,2018,"Agriculture Year (Jul - Jun), 2018",336719,43909,38997,24539,6664,3231,4777,23854,37661,153087,207050,53963
5235,India,33,Tamil Nadu,580,Namakkal,2019,"Agriculture Year (Jul - Jun), 2019",336719,43909,39018,24539,6663,3200,4777,22850,37017,154746,212768,58022
5236,India,33,Tamil Nadu,581,Perambalur,2011,"Agriculture Year (Jul - Jun), 2011",175739,16281,28493,2787,152,1361,5265,15501,2180,103719,108141,4422
5237,India,33,Tamil Nadu,581,Perambalur,2012,"Agriculture Year (Jul - Jun), 2012",175739,16281,28511,2787,152,1485,5265,13217,10677,97364,102578,5214
5238,India,33,Tamil Nadu,581,Perambalur,2013,"Agriculture Year (Jul - Jun), 2013",175739,16281,28538,2786,152,1297,4671,11695,6910,103409,106275,2866
5239,India,33,Tamil Nadu,581,Perambalur,2014,"Agriculture Year (Jul - Jun), 2014",175739,16281,28538,2786,152,1251,4543,10521,6126,105541,112717,7176
5240,India,33,Tamil Nadu,581,Perambalur,2015,"Agriculture Year (Jul - Jun), 2015",175739,16281,28542,2786,152,1201,4449,8826,7450,106052,122106,16054
5241,India,33,Tamil Nadu,581,Perambalur,2016,"Agriculture Year (Jul - Jun), 2016",175739,16281,28546,2787,152,1197,4332,8812,17493,96139,98376,2237
5242,India,33,Tamil Nadu,581,Perambalur,2017,"Agriculture Year (Jul - Jun), 2017",175739,16281,28543,2786,152,1161,4170,7775,15220,99651,106091,6440
5243,India,33,Tamil Nadu,581,Perambalur,2018,"Agriculture Year (Jul - Jun), 2018",175738,16281,28543,2786,152,1152,4110,9566,16987,96161,99680,3519
5244,India,33,Tamil Nadu,581,Perambalur,2019,"Agriculture Year (Jul - Jun), 2019",175739,16281,28543,2786,153,1153,4006,9100,13001,100716,106015,5299
5245,India,33,Tamil Nadu,582,Pudukkottai,2011,"Agriculture Year (Jul - Jun), 2011",466329,23535,129856,9863,5124,26895,9982,96596,10870,153608,158798,5190
5246,India,33,Tamil Nadu,582,Pudukkottai,2012,"Agriculture Year (Jul - Jun), 2012",466329,23535,129893,9863,5124,24844,9858,101279,24475,137458,141005,3547
5247,India,33,Tamil Nadu,582,Pudukkottai,2013,"Agriculture Year (Jul - Jun), 2013",466329,23535,129910,9863,5124,25697,9787,110441,25156,126816,132234,5418
5248,India,33,Tamil Nadu,582,Pudukkottai,2014,"Agriculture Year (Jul - Jun), 2014",466329,23535,137114,9863,3471,19449,9776,126505,21195,115421,118674,3253
5249,India,33,Tamil Nadu,582,Pudukkottai,2015,"Agriculture Year (Jul - Jun), 2015",466329,23535,137135,9863,3471,19495,9766,132775,11445,118844,123714,4870
5250,India,33,Tamil Nadu,582,Pudukkottai,2016,"Agriculture Year (Jul - Jun), 2016",466329,23535,137156,9863,3471,20294,9669,132866,12537,116938,119609,2671
5251,India,33,Tamil Nadu,582,Pudukkottai,2017,"Agriculture Year (Jul - Jun), 2017",466329,23535,137184,9863,3471,19095,9669,123398,12246,127868,132354,4486
5252,India,33,Tamil Nadu,582,Pudukkottai,2018,"Agriculture Year (Jul - Jun), 2018",466329,23535,137190,9863,3471,17887,9669,124236,22344,118134,121781,3647
5253,India,33,Tamil Nadu,582,Pudukkottai,2019,"Agriculture Year (Jul - Jun), 2019",466329,23535,137202,9863,3471,16670,9375,119009,16768,130436,136138,5702
5254,India,33,Tamil Nadu,583,Ramanathapuram,2011,"Agriculture Year (Jul - Jun), 2011",408957,4488,87006,4544,154,35528,3942,45627,40714,186954,190628,3674
5255,India,33,Tamil Nadu,583,Ramanathapuram,2012,"Agriculture Year (Jul - Jun), 2012",408957,4488,87007,4544,154,35424,3895,47941,53926,171578,171769,191
5256,India,33,Tamil Nadu,583,Ramanathapuram,2013,"Agriculture Year (Jul - Jun), 2013",408957,4488,87046,4524,154,32216,3669,36916,39165,200779,201629,850
5257,India,33,Tamil Nadu,583,Ramanathapuram,2014,"Agriculture Year (Jul - Jun), 2014",408957,4488,87045,4524,154,30941,3533,41155,38299,198818,198818,0
5258,India,33,Tamil Nadu,583,Ramanathapuram,2015,"Agriculture Year (Jul - Jun), 2015",408957,4488,87046,4524,154,30922,3491,49239,61622,167471,167471,0
5259,India,33,Tamil Nadu,583,Ramanathapuram,2016,"Agriculture Year (Jul - Jun), 2016",408957,4488,87045,4525,154,30883,3439,46806,59153,172464,172464,0
5260,India,33,Tamil Nadu,583,Ramanathapuram,2017,"Agriculture Year (Jul - Jun), 2017",408957,4488,86647,4457,154,31172,3407,45805,54752,178075,178075,0
5261,India,33,Tamil Nadu,583,Ramanathapuram,2018,"Agriculture Year (Jul - Jun), 2018",408957,4488,86649,4457,154,31096,3394,45891,55042,177786,177789,3
5262,India,33,Tamil Nadu,583,Ramanathapuram,2019,"Agriculture Year (Jul - Jun), 2019",408957,4488,86649,4457,154,30957,3360,45124,51507,182261,182261,0
5263,India,33,Tamil Nadu,584,Salem,2011,"Agriculture Year (Jul - Jun), 2011",520530,125682,61850,38198,4200,2959,5030,15445,39719,227447,323351,95904
5264,India,33,Tamil Nadu,584,Salem,2012,"Agriculture Year (Jul - Jun), 2012",520530,125682,62062,38198,4200,2969,5089,15861,58195,208274,279135,70861
5265,India,33,Tamil Nadu,584,Salem,2013,"Agriculture Year (Jul - Jun), 2013",520530,125682,62857,38198,4200,2977,5079,15442,56431,209664,293852,84188
5266,India,33,Tamil Nadu,584,Salem,2014,"Agriculture Year (Jul - Jun), 2014",520530,125682,63792,38198,4200,2880,5416,16213,45701,218448,305154,86706
5267,India,33,Tamil Nadu,584,Salem,2015,"Agriculture Year (Jul - Jun), 2015",520530,125682,64046,38198,4200,2908,6333,15963,43062,220138,304755,84617
5268,India,33,Tamil Nadu,584,Salem,2016,"Agriculture Year (Jul - Jun), 2016",520530,125682,64051,38198,4200,2902,6207,15829,71321,192140,231892,39752
5269,India,33,Tamil Nadu,584,Salem,2017,"Agriculture Year (Jul - Jun), 2017",520530,125682,64374,38198,4200,2884,6211,19737,54461,204783,282314,77531
5270,India,33,Tamil Nadu,584,Salem,2018,"Agriculture Year (Jul - Jun), 2018",520531,125682,64452,38198,4200,2840,6211,21676,62590,194682,264521,69839
5271,India,33,Tamil Nadu,584,Salem,2019,"Agriculture Year (Jul - Jun), 2019",520530,125682,65186,38198,4200,2842,6141,22018,57776,198487,294964,96477
5272,India,33,Tamil Nadu,585,Sivaganga,2011,"Agriculture Year (Jul - Jun), 2011",417695.24423007552483764,16469.22103115132119080,121948.60909430525214112,4693.74778712554418948,1363.24610800507510936,6295.17397042565141616,18278.84756557013745732,114402.97415691823283692,15944.54567680691354672,118298.87883976739694976,121978.97797379089720876,3680.09913402350025900
5273,India,33,Tamil Nadu,585,Sivaganga,2012,"Agriculture Year (Jul - Jun), 2012",417695.24423007552483764,16469.22103115132119080,121995.42026908535755572,4693.74778712554418948,1363.24610800507510936,6591.18639314375553812,18258.72880179195087232,120857.24362874243302424,24883.39913194064222736,102583.05107908944513024,102953.90314652972561044,370.85206744028048020
5274,India,33,Tamil Nadu,585,Sivaganga,2013,"Agriculture Year (Jul - Jun), 2013",417695.24423007552483764,16469.22103115132119080,122193.85709260488326256,4693.74778712554418948,1363.24610800507510936,6617.83991208552824324,18258.86006249494404244,121603.65466019543823468,28659.61137359542759036,97835.20620281736297472,99011.05140139780539268,1175.84519858044241796
5275,India,33,Tamil Nadu,585,Sivaganga,2014,"Agriculture Year (Jul - Jun), 2014",417695.24423007552483764,16469.22103115132119080,122204.82558765814709524,4693.74778712554418948,1363.24610800507510936,6535.88611466121148736,18258.86006249494404244,127639.76740141003070216,24691.14717014244608584,95838.54296742680493496,96052.52805056070154348,213.98508313389660852
5276,India,33,Tamil Nadu,585,Sivaganga,2015,"Agriculture Year (Jul - Jun), 2015",417695.24423007552483764,16469.22103115132119080,122207.82760232544071992,4672.83577611237239348,1363.21531845745942748,6325.15034101441351200,18258.86006249494404244,127096.95615949396874512,23457.11149239888940260,97844.06644662671540380,98099.07166996138689380,255.00522333467149000
5277,India,33,Tamil Nadu,585,Sivaganga,2016,"Agriculture Year (Jul - Jun), 2016",417695.24423007552483764,16469.22103115132119080,122214.79827266316465192,4682.79387659483515348,1363.21531845745942748,6343.69477534968021936,18186.16592897296589444,133018.30509267325361584,19453.16406806079107564,95963.88586615205360868,96091.34496033197910444,127.45909417992549576
5278,India,33,Tamil Nadu,585,Sivaganga,2017,"Agriculture Year (Jul - Jun), 2017",417695.24423007552483764,16469.22103115132119080,122224.76123465314567748,4682.79387659483515348,1363.21531845745942748,6059.88891159949155936,17899.37263507803840644,136803.52732826189115004,7720.27351143232422472,104472.19038284701804784,104624.52414546238280376,152.33376261536475592
5279,India,33,Tamil Nadu,585,Sivaganga,2018,"Agriculture Year (Jul - Jun), 2018",417695.24423007552483764,16469.22103115132119080,122236.71257573460707800,4682.79387659483515348,1363.21531845745942748,7198.06252518734499140,17887.42291449908309444,137847.35425018582194536,16914.01971202006138692,93096.44202624499056976,93618.40352196736475604,521.96149572237418628
5280,India,33,Tamil Nadu,585,Sivaganga,2019,"Agriculture Year (Jul - Jun), 2019",418900,16533,122628,4699,1367,7461,17775,141579,5653,101205,101641,436
5281,India,33,Tamil Nadu,586,Thanjavur,2011,"Agriculture Year (Jul - Jun), 2011",340861.75576992463083900,3453.77896884867974535,81936.39090569478415155,2165.25221287445669250,1221.75389199492545565,4726.82602957435071630,12198.15243442986793920,24613.02584308177398975,10885.45432319309128830,199661.12116023270086040,285312.02202620924502660,85650.90086597654416620
5282,India,33,Tamil Nadu,586,Thanjavur,2012,"Agriculture Year (Jul - Jun), 2012",340861.75576992463083900,3453.77896884867974535,81941.57973091467873720,2165.25221287445669250,1221.75389199492545565,5499.81360685624698150,12073.27119820805446020,26128.75637125757425380,21637.60086805936774035,186739.94892091064677245,234848.09685347039133375,48108.14793255974456130
5283,India,33,Tamil Nadu,586,Thanjavur,2013,"Agriculture Year (Jul - Jun), 2013",340861.75576992463083900,3453.77896884867974535,82109.14290739515310725,2165.25221287445669250,1221.75389199492545565,5356.16008791447420015,12154.13993750506133220,28924.34533980457046055,18034.38862640458030245,187442.79379718272954290,267689.94859860232886640,80247.15480141959932350
5284,India,33,Tamil Nadu,586,Thanjavur,2014,"Agriculture Year (Jul - Jun), 2014",340861.75576992463083900,3453.77896884867974535,82118.17441234188927870,2165.25221287445669250,1221.75389199492545565,5786.11388533879118430,12154.13993750506133220,28649.23259858997753345,13623.85282985755971735,191689.45703257328989950,270762.47194943943447120,79073.01491686614457170
5285,India,33,Tamil Nadu,586,Thanjavur,2015,"Agriculture Year (Jul - Jun), 2015",340861.75576992463083900,3453.77896884867974535,82127.17239767459565855,2165.16422388762848955,1202.78468154254112765,6016.84965898558929090,12154.13993750506133220,26748.04384050603852855,22067.88850760112086400,184925.93355337337580225,269638.92833003874842835,84712.99477666537262610
5286,India,33,Tamil Nadu,586,Thanjavur,2016,"Agriculture Year (Jul - Jun), 2016",340861.75576992463083900,3453.77896884867974535,82127.20172733687172620,2165.20612340516572905,1202.78468154254112765,5785.30522465032246195,12153.83407102703948385,34296.69490732675727985,33833.83593193922553000,165843.11413384802775510,239461.65503966814060270,73618.54090582011284760
5287,India,33,Tamil Nadu,586,Thanjavur,2017,"Agriculture Year (Jul - Jun), 2017",340861.75576992463083900,3453.77896884867974535,82130.23876534689070170,2165.20612340516572905,1202.78468154254112765,5784.11108840051113620,12152.62736492196698625,36244.47267173812056195,18288.72648856768489785,179439.80961715306995300,270837.47585453775280080,91397.66623738468284780
5288,India,33,Tamil Nadu,586,Thanjavur,2018,"Agriculture Year (Jul - Jun), 2018",340861.75576992463083900,3453.77896884867974535,82131.28742426542930110,2165.20612340516572905,1202.78468154254112765,5765.93747481265763505,12152.57708550092229885,34542.64574981418882540,17363.98028797994677215,182083.55797375509940440,279116.59647803277573810,97033.03850427767633370
5289,India,33,Tamil Nadu,586,Thanjavur,2019,"Agriculture Year (Jul - Jun), 2019",339657,3390,81749,2149,1199,5731,12085,29082,12892,191380,289324,97944
5290,India,33,Tamil Nadu,587,The Nilgiris,2011,"Agriculture Year (Jul - Jun), 2011",260902.2199881222718100,142432.2453950740141975,11612.5250963843199550,3424.0894602442991025,4977.1736258077518175,3823.7533185070985075,1894.9449991595622900,4574.8678773722918500,9642.4351733594994275,78520.1850422134346625,78349.2588860948756400,-170.9261561185590225
5291,India,33,Tamil Nadu,587,The Nilgiris,2012,"Agriculture Year (Jul - Jun), 2012",260902.2199881222718100,142432.2453950740141975,11624.0818495935466150,3424.0894602442991025,4977.1736258077518175,3823.7533185070985075,1895.4102074455269225,11712.2154018019245050,3525.3819419331733350,77487.8687877149368075,77591.8795665979767475,104.0107788830399400
5292,India,33,Tamil Nadu,587,The Nilgiris,2013,"Agriculture Year (Jul - Jun), 2013",260902.2199881222718100,142432.2453950740141975,11638.1119394468743575,3424.0894602442991025,4977.1736258077518175,3823.7533185070985075,1739.4793608153065325,10968.6809752049968900,4263.8863927932113125,77634.7995202287190925,77785.5270048812600225,150.7274846525409300
5293,India,33,Tamil Nadu,587,The Nilgiris,2014,"Agriculture Year (Jul - Jun), 2014",260902.2199881222718100,142432.2453950740141975,11644.4285909428418575,3424.0894602442991025,4977.1736258077518175,3827.1077150953698050,1598.4915079847065025,9757.5696399499262100,6029.8804415165419050,77211.2336115068204125,77286.1321455471262450,74.8985340403058325
5294,India,33,Tamil Nadu,587,The Nilgiris,2015,"Agriculture Year (Jul - Jun), 2015",260902.2199881222718100,142432.2453950740141975,11651.8229542250165425,3424.2118834774476900,4977.1736258077518175,3778.5108094570295350,1616.4713726354110625,9534.0724838953283275,5431.8904186034934375,78055.8210449467792000,78315.3269821691996100,259.5059372224204100
5295,India,33,Tamil Nadu,587,The Nilgiris,2016,"Agriculture Year (Jul - Jun), 2016",260902.2199881222718100,142432.2453950740141975,11655.3495180086950925,3450.6657598690321950,4977.1491411611221000,3770.3065161635760975,1611.5254740162081275,9574.0978265407693975,5638.8070685952391100,77792.0732886936154925,77925.1138672128552700,133.0405785192397775
5296,India,33,Tamil Nadu,587,The Nilgiris,2017,"Agriculture Year (Jul - Jun), 2017",260902.2199881222718100,142432.2453950740141975,11655.3491306741954775,3450.6657598690321950,4977.1736258077518175,4305.1647446068772175,1611.4520200763189750,10844.7948606106201800,5730.8451600376928350,75894.5292913657689150,76087.6120334385702275,193.0827420728013125
5297,India,33,Tamil Nadu,587,The Nilgiris,2018,"Agriculture Year (Jul - Jun), 2018",260902.1955034756420925,142432.2453950740141975,11664.3874512910577700,3450.6657598690321950,4977.1736258077518175,4667.3609787473689800,5723.5601391681770300,10167.8489069108798175,2738.4522256806650275,75080.5010209266952575,75299.1014953748115575,218.6004744481163000
5298,India,33,Tamil Nadu,587,The Nilgiris,2019,"Agriculture Year (Jul - Jun), 2019",254485,142577,9987,3402,5078,4677,5638,8534,2608,71984,72238,254
5299,India,33,Tamil Nadu,588,Theni,2011,"Agriculture Year (Jul - Jun), 2011",326578.75267788425119024,104702.45634026686965701,24844.34561821184146516,43265.70711721580118570,314.89579616216446691,1226.93342458844347239,2867.31476247557935121,25424.45418655021579565,7127.92326397953432021,116804.72216843380147600,144766.77497534994542024,27962.05280691614394424
5300,India,33,Tamil Nadu,588,Theni,2012,"Agriculture Year (Jul - Jun), 2012",326578.75267788425119024,104702.45634026686965701,24844.37708504137811062,43265.70711721580118570,314.89579616216446691,1233.88787119294306993,2868.31275010901310021,28736.57565054299663204,13215.34758248376794479,107397.19248486931702303,115581.77739084581021486,8184.58490597649319183
5301,India,33,Tamil Nadu,588,Theni,2013,"Agriculture Year (Jul - Jun), 2013",326578.75267788425119024,104702.45634026686965701,24845.42227291911682781,43264.70912958236743670,314.89579616216446691,1214.97330640200680712,2867.31476247557935121,27119.74337647695519352,10720.67365151637650100,111528.56404208281494896,125715.29538575022305997,14186.73134366740811101
5302,India,33,Tamil Nadu,588,Theni,2014,"Agriculture Year (Jul - Jun), 2014",326578.75267788425119024,104702.45634026686965701,24846.20894365753296431,43264.70912958236743670,314.89579616216446691,1252.74999126798492364,2867.31476247557935121,25887.60587425081773650,10177.19486418288807379,113265.61697603804658017,128185.10747133775413068,14919.49049529970755051
5303,India,33,Tamil Nadu,588,Theni,2015,"Agriculture Year (Jul - Jun), 2015",326578.75267788425119024,135734.88180188929481201,24848.26260811188431232,12233.28165559337603070,314.89579616216446691,1399.18146086009509932,2819.41135607075939921,26603.72641011506304643,8759.87068350967498892,113865.24090557193903442,127024.40393092631236772,13159.16302535437333330
5304,India,33,Tamil Nadu,588,Theni,2016,"Agriculture Year (Jul - Jun), 2016",326578.75267788425119024,135734.88180188929481201,24847.61075560335366338,12232.28366795994228170,313.90305300032015882,1413.03266488161044439,2825.43571589558702870,26226.70667452753567842,13139.65596313123684355,109845.24238099537027927,115970.38029905957350775,6125.13791806420322848
5305,India,33,Tamil Nadu,588,Theni,2017,"Agriculture Year (Jul - Jun), 2017",326578.75267788425119024,135734.88180188929481201,24849.60673087022116138,12234.27964322680977970,314.89579616216446691,1401.03583539404769275,2626.83617684227097770,26950.66542739628942343,12419.71361765232249044,110046.83764845083038592,115145.70038845241364190,5098.86274000158325598
5306,India,33,Tamil Nadu,588,Theni,2018,"Agriculture Year (Jul - Jun), 2018",326578.75267788425119024,135734.88180188929481201,24853.63014823349280284,12234.27964322680977970,314.89579616216446691,1402.29604660695348725,2626.83093237068153679,26853.34028914128782430,10783.73917393175695212,111774.85884632180952832,121606.14462864421677719,9831.28578232240724887
5307,India,33,Tamil Nadu,588,Theni,2019,"Agriculture Year (Jul - Jun), 2019",324230,134813,24622,12226,315,1403,2616,27789,12912,107534,114360,6826
5308,India,33,Tamil Nadu,589,Thiruvallur,2011,"Agriculture Year (Jul - Jun), 2011",325280.371227447619368,18757.822385103292736,104154.576605894276336,12960.157379573799136,7739.407563938797768,7060.795627226001304,7192.906354401181568,33453.477518791330448,33075.203638102684800,100886.024154416255272,126563.027070708845288,25677.002916292590016
5309,India,33,Tamil Nadu,589,Thiruvallur,2012,"Agriculture Year (Jul - Jun), 2012",325280.371227447619368,18757.822385103292736,104160.279227211190592,12960.157379573799136,7739.407563938797768,7088.358296924420208,7206.212470807314832,33129.378540613370232,34538.876442777343840,99699.878920498090024,126244.630713847799328,26544.751793349709304
5310,India,33,Tamil Nadu,589,Thiruvallur,2013,"Agriculture Year (Jul - Jun), 2013",325280.371227447619368,18757.822385103292736,104325.655245401704016,12960.157379573799136,7739.407563938797768,6696.778299829641296,6725.291406414212576,36540.496525014247696,28451.328186971375560,103083.434235200548584,141026.775604175703256,37943.341368975154672
5311,India,33,Tamil Nadu,589,Thiruvallur,2014,"Agriculture Year (Jul - Jun), 2014",325280.371227447619368,18757.822385103292736,104403.591070066198848,12896.478108201589944,7739.407563938797768,6678.719998992746152,6636.900776002041608,42273.531822285379728,28219.421586750195816,97674.497916107376768,141844.151326266746616,44169.653410159369848
5312,India,33,Tamil Nadu,589,Thiruvallur,2015,"Agriculture Year (Jul - Jun), 2015",325280.371227447619368,18757.822385103292736,104527.147865266007728,12896.478108201589944,7739.407563938797768,6646.405144863565368,6636.900776002041608,43773.321228633829056,25308.233404465468128,98994.654750973027032,144084.331066927896848,45089.676315954869816
5313,India,33,Tamil Nadu,589,Thiruvallur,2016,"Agriculture Year (Jul - Jun), 2016",325280.371227447619368,18757.822385103292736,104541.404418558293368,12896.478108201589944,7739.407563938797768,6094.201314009034912,6586.527621035965680,42855.199196610633840,31405.286029132960168,94404.044590857050952,140286.385269863002352,45882.340679005951400
5314,India,33,Tamil Nadu,589,Thiruvallur,2017,"Agriculture Year (Jul - Jun), 2017",325280.371227447619368,18757.822385103292736,104541.404418558293368,12896.478108201589944,7739.407563938797768,6124.615294365910944,6586.527621035965680,50963.376272376553496,26347.060921030015096,91323.678642837200336,143588.203012356356576,52264.524369519156240
5315,India,33,Tamil Nadu,589,Thiruvallur,2018,"Agriculture Year (Jul - Jun), 2018",311438.208417524415304,18757.822385103292736,95222.370749834246688,12895.527671315437568,7455.226934979237344,6305.198302734862384,5992.504567190730680,49212.671528083876904,31871.950540233776784,83724.935738048954216,127226.432017243203736,43501.496279194249520
5316,India,33,Tamil Nadu,589,Thiruvallur,2019,"Agriculture Year (Jul - Jun), 2019",324604,19736,97113,13569,7844,6582,6305,52543,31529,89383,144766,55383
5317,India,33,Tamil Nadu,590,Thiruvarur,2011,"Agriculture Year (Jul - Jun), 2011",209709,2452,37140,113,786,2059,1150,8444,3561,154004,280142,126138
5318,India,33,Tamil Nadu,590,Thiruvarur,2012,"Agriculture Year (Jul - Jun), 2012",209709,2452,37150,113,786,2032,1147,9460,6399,150170,196198,46028
5319,India,33,Tamil Nadu,590,Thiruvarur,2013,"Agriculture Year (Jul - Jun), 2013",209709,2452,37270,113,786,2009,1146,9397,4616,151920,300723,148803
